Country,Region,Year,Adult_mortality,Alcohol_consumption,BMI,Incidents_HIV,Population_mln,Schooling,Life_expectancy,Avg_Immunization,Adult_to_Infant_Mortality_Ratio,GDP_per_capita_log,Thinness_children_adolescents,Child_deaths,Economic_Status_Developing
Cuba,Central America and Caribbean,2006,99.5345,4.17,25.0,0.14,11.26,10.1,77.9,93.5,14.855895522388058,8.667163717992533,3.3,12.9,True
Papua New Guinea,Oceania,2004,255.71,0.55,24.5,0.61,6.35,3.5,60.2,61.5,4.974902723735409,7.503840746698951,1.45,116.6,True
Grenada,Central America and Caribbean,2008,157.714,9.04,26.2,0.4,0.11,8.1,73.0,95.75,11.51197080291971,9.075322160298095,3.8499999999999996,27.4,True
"Venezuela, RB",South America,2014,143.0785,6.6,26.6,0.4,30.04,10.0,72.8,79.5,8.724298780487805,9.683900170549684,1.55,33.4,True
"Bahamas, The",Central America and Caribbean,2003,182.864,10.59,27.0,0.75,0.31,10.9,72.0,89.0,11.951895424836602,10.47607597368035,2.55,31.0,True
Romania,European Union,2001,176.1925,12.07,24.9,0.05,22.13,9.7,71.2,98.25,9.628005464480873,8.487558386286548,4.0,37.8,False
Bhutan,Asia,2000,291.8915,1.66,22.2,0.21,0.59,2.3,60.9,91.25,4.98959829059829,7.011213987350367,19.549999999999997,134.7,True
Peru,South America,2004,144.121,4.54,25.4,0.19,27.62,8.6,72.6,77.5,6.2661304347826094,8.20849175174038,1.3,50.3,True
Slovenia,European Union,2005,101.813,11.19,25.7,0.03,2.0,11.7,77.6,94.25,22.62511111111111,9.864746724219698,1.95,7.7,False
Antigua and Barbuda,Central America and Caribbean,2000,156.232,6.86,25.1,0.1,0.08,7.0,73.9,86.75,11.48764705882353,9.551871220788255,3.6500000000000004,28.1,True
Nepal,Asia,2001,229.513,0.091,20.8,0.17,24.35,2.5,62.9,64.0,4.040721830985916,6.361302477572996,18.65,130.39999999999998,True
Trinidad and Tobago,Central America and Caribbean,2000,193.695,4.81,25.9,0.4,1.27,9.2,69.4,85.0,7.536770428015564,9.275191344295799,6.95,52.599999999999994,True
Central African Republic,Africa,2015,411.0745,0.9,22.8,1.12,4.49,4.2,50.9,52.25,4.624010123734533,5.934894195619588,8.2,211.2,True
Uganda,Africa,2007,398.626,10.77,21.7,3.56,29.49,4.8,53.9,70.0,6.767843803056027,6.535241271013659,6.3,150.7,True
Oman,Middle East,2002,122.173,0.53,25.5,0.05,2.33,5.9,73.0,98.75,9.049851851851852,9.938033896288712,6.949999999999999,27.0,True
Norway,Rest of Europe,2008,66.2655,6.75,26.3,0.03,4.77,12.7,80.6,92.75,16.991153846153846,11.225843212590416,0.7,6.5,False
Mexico,North America,2005,123.4585,5.03,27.2,0.15,106.01,7.6,75.3,97.75,6.0223658536585365,9.091444217032327,1.75,42.4,True
Senegal,Africa,2011,206.2,0.21,22.8,0.16,13.03,2.4,64.9,76.5,4.944844124700239,7.033506484287697,1.15,102.80000000000001,True
Lesotho,Africa,2012,527.8865,2.47,24.8,11.57,2.01,5.9,47.4,91.25,7.4141362359550556,7.001245622069476,6.300000000000001,162.9,True
Uruguay,South America,2004,118.88,5.88,26.2,0.18,3.32,8.0,75.6,93.75,8.371830985915492,9.155356063643422,1.65,28.299999999999997,True
Pakistan,Asia,2010,169.1665,0.04,23.4,0.13,179.42,4.7,65.3,62.5,2.3792756680731366,7.122866658599083,2.45,157.2,True
Russian Federation,Rest of Europe,2013,220.997,9.77,26.2,0.08,143.51,11.8,70.6,97.25,25.69732558139535,9.171911345356401,2.3,17.0,True
Ukraine,Rest of Europe,2012,203.7885,8.54,26.4,0.26,45.59,11.3,70.9,62.0,19.979264705882354,7.8083230503910555,2.4,19.9,True
Liberia,Africa,2001,330.7235,4.42,23.1,3.5,2.95,3.5,52.2,54.5,2.7400455675227837,6.647688373563329,9.0,296.3,True
Samoa,Oceania,2011,124.37,2.1,31.6,0.17,0.19,10.2,71.9,63.0,7.106857142857143,8.347590407030058,0.15000000000000002,35.7,True
Bulgaria,European Union,2014,139.2615,10.3,26.3,0.03,7.22,10.9,74.5,90.0,16.778493975903615,8.824383730256061,1.9,16.0,False
Cote d'Ivoire,Africa,2012,413.238,1.2,23.6,1.0,21.55,4.5,54.3,77.75,5.739416666666667,7.401231264413015,5.9,171.1,True
Denmark,European Union,2010,83.927,10.27,25.3,0.04,5.55,12.7,79.1,88.25,18.650444444444446,10.842986869547165,1.0,7.6,False
Trinidad and Tobago,Central America and Caribbean,2009,179.4475,5.93,26.9,0.4,1.32,10.7,71.7,87.5,8.269470046082949,9.781376414141157,6.2,43.9,True
Switzerland,Rest of Europe,2002,71.8885,10.85,24.9,0.1,7.28,11.7,80.4,86.75,13.070636363636362,11.213696988618075,0.55,9.9,False
Togo,Africa,2001,333.336,0.88,22.1,2.66,5.06,4.0,53.6,61.5,4.462329317269076,6.208590026096629,9.149999999999999,190.10000000000002,True
Mali,Africa,2001,323.509,0.6,21.6,0.99,11.27,1.3,48.8,61.75,3.2415731462925854,6.464588303689961,1.75,279.9,True
Colombia,South America,2010,147.6795,4.22,25.7,0.21,45.22,7.4,75.4,84.5,8.84308383233533,8.549466751966532,2.1,34.0,True
Mali,Africa,2004,307.8875,0.55,22.0,0.81,12.37,1.6,51.2,69.0,3.3575517993456923,6.504288173536645,1.05,252.89999999999998,True
China,Asia,2013,86.4435,5.62,23.5,0.1,1363.24,7.5,75.3,99.0,8.004027777777777,8.86177531100083,3.5,22.3,True
Malawi,Africa,2012,325.5425,1.87,22.6,3.69,15.4,4.3,58.6,87.75,6.985890557939914,5.8944028342648505,6.55,116.30000000000001,True
Algeria,Africa,2008,108.0665,0.37,24.9,0.02,34.73,6.7,74.3,93.0,4.108992395437262,8.257644958208228,5.95,54.8,True
South Africa,Africa,2003,494.388,7.32,26.4,11.87,46.72,8.8,53.7,65.5,10.007854251012146,8.557182839632397,14.8,124.1,True
Colombia,South America,2004,160.261,4.13,25.2,0.21,42.08,6.6,74.0,84.25,8.053316582914574,8.356554845453426,2.3,41.0,True
Mexico,North America,2006,122.558,5.2,27.2,0.16,107.56,8.0,75.3,96.25,6.18979797979798,9.120853205474647,1.75,40.900000000000006,True
India,Asia,2009,194.7545,2.46,21.3,0.11,1217.73,5.3,66.2,54.5,4.04054979253112,7.0587581525186645,27.4,108.6,True
Slovak Republic,European Union,2003,144.053,10.23,25.6,0.01,5.37,10.4,73.6,98.25,17.355783132530117,9.22808205345234,1.55,16.1,False
South Africa,Africa,2013,384.094,7.21,27.1,7.97,53.69,9.9,61.1,68.75,12.350289389067523,8.746080217357513,5.95,69.4,True
Libya,Africa,2003,139.5715,0.012,27.1,0.06,5.62,6.1,71.5,94.0,6.094825327510917,9.329544619454659,5.5,47.4,True
Uganda,Africa,2014,316.5765,7.25,22.3,2.26,36.91,5.5,60.7,74.5,7.610012019230769,6.727431724850855,5.65,99.4,True
Cambodia,Asia,2005,221.5355,1.1,21.1,0.35,13.27,3.5,63.1,74.0,4.117760223048328,6.546785410760524,11.55,117.5,True
Cabo Verde,Africa,2004,139.353,4.25,23.7,0.38,0.46,4.2,70.2,93.5,5.574120000000001,7.7354333524996886,8.7,52.6,True
Armenia,Rest of Europe,2001,143.7555,2.87,25.7,0.08,3.05,10.7,71.8,89.0,5.3841011235955065,7.260522598089852,2.1,54.8,True
Norway,Rest of Europe,2002,78.9785,5.89,25.8,0.03,4.54,12.1,79.0,91.0,16.803936170212765,11.143411307085216,0.75,8.3,False
Ukraine,Rest of Europe,2003,262.4035,6.81,25.9,0.49,47.81,10.6,68.2,93.0,17.972842465753427,7.51425465281641,2.8499999999999996,29.4,True
Slovenia,European Union,2014,69.2825,10.92,26.4,0.01,2.06,11.9,81.1,93.0,21.650781249999998,9.9259826303635,1.4,4.9,False
Liberia,Africa,2014,246.675,3.02,24.0,3.5,4.36,4.4,61.7,59.75,3.681716417910448,6.608000625296087,6.6,158.1,True
Estonia,European Union,2002,211.7,12.16,25.6,0.08,1.38,11.9,70.9,93.75,25.506024096385538,9.342946336524205,2.3499999999999996,16.6,False
India,Asia,2003,213.299,1.17,20.9,0.19,1111.52,4.7,63.7,54.75,3.496704918032787,6.740519359606223,27.8,141.1,True
Bhutan,Asia,2008,234.5365,0.16,23.1,0.17,0.67,2.3,67.3,90.0,6.01375641025641,7.554858521040676,17.450000000000003,85.8,True
Croatia,European Union,2001,121.781,13.69,25.7,0.01,4.3,9.8,74.5,95.5,15.415316455696203,9.151545325465678,2.0,14.9,False
Australia,Oceania,2015,61.7325,9.68,27.1,0.04,23.82,12.8,82.4,93.0,14.35639534883721,10.945670573237523,0.6,7.199999999999999,False
St. Vincent and the Grenadines,Central America and Caribbean,2000,183.408,5.13,25.5,0.4,0.11,7.6,70.8,94.75,9.079603960396039,8.582980931954241,3.95,41.4,True
"Egypt, Arab Rep.",Africa,2015,149.529,0.18,29.5,0.13,92.44,7.1,71.3,85.75,7.188894230769231,8.1786387885907,2.8,43.1,True
Zambia,Africa,2000,603.461,2.82,21.5,9.75,10.42,5.9,44.0,72.5,6.616896929824561,6.652863029353347,7.5,246.10000000000002,True
Zambia,Africa,2004,545.294,2.75,21.8,8.23,11.55,6.2,47.4,71.75,8.007254038179148,6.779921907472252,7.15,182.3,True
Brazil,South America,2009,157.279,6.95,25.7,0.25,193.89,6.8,73.3,88.0,8.501567567567568,9.008224187854049,2.95,37.0,True
Belgium,European Union,2003,93.89,11.28,25.6,0.08,10.38,10.4,78.1,83.25,17.71509433962264,10.50829520177255,0.8,9.5,False
Mauritius,Africa,2009,153.4275,2.8,24.9,1.04,1.25,8.0,72.9,95.5,11.365,8.923857580099885,7.3,27.1,True
Hungary,European Union,2002,184.567,13.28,26.1,0.08,10.16,10.3,72.3,96.0,21.461279069767443,9.193194213141211,2.2,16.6,False
Moldova,Rest of Europe,2004,232.9535,7.61,26.2,0.35,2.9,10.1,67.7,96.75,12.070129533678756,7.479299637782834,3.3,39.8,True
Cote d'Ivoire,Africa,2010,420.1715,1.12,23.5,1.24,20.53,4.2,53.0,78.75,5.550482166446499,7.431299675155903,6.25,181.0,True
Denmark,European Union,2005,90.2045,11.26,25.1,0.04,5.42,12.8,77.8,91.25,17.34701923076923,10.855859458981232,1.1,9.2,False
Georgia,Rest of Europe,2015,156.2355,6.95,27.5,0.14,3.73,12.7,73.0,92.5,15.022644230769231,8.297792626380861,2.75,19.9,True
United Arab Emirates,Middle East,2001,95.5935,1.62,27.2,0.13,3.3,8.4,74.5,93.0,9.280922330097088,10.975464926899866,5.199999999999999,20.200000000000003,True
New Zealand,Oceania,2000,85.7,8.83,26.7,0.02,3.86,11.6,78.6,87.0,12.070422535211268,10.33734573514551,0.3,13.5,False
Barbados,Central America and Caribbean,2007,112.486,8.07,27.1,0.49,0.28,9.3,78.1,93.75,7.400394736842106,9.809506489065233,3.9,29.6,True
Lesotho,Africa,2005,604.613,1.94,24.3,16.19,2.0,5.3,42.7,83.0,8.061506666666668,6.729824070489475,9.25,190.1,True
United Kingdom,Rest of Europe,2002,85.37,11.33,26.5,0.08,59.37,11.9,78.1,89.0,13.3390625,10.610636252731886,0.6,11.7,False
Ghana,Africa,2003,293.6475,1.91,22.9,1.48,20.75,6.3,57.8,73.75,4.977076271186441,7.00850518208228,8.55,146.5,True
India,Asia,2002,216.3545,1.08,20.8,0.22,1093.32,4.6,63.3,54.5,3.428755942947702,6.682108597449809,27.9,146.6,True
Iceland,Rest of Europe,2001,69.582,6.32,25.6,0.02,0.28,9.6,80.7,90.5,16.971219512195123,10.675653840146117,0.95,7.0,False
Japan,Asia,2001,71.4415,8.01,22.5,0.17,127.15,10.8,81.4,86.25,17.424756097560977,10.357012399387852,1.5499999999999998,7.4,False
Georgia,Rest of Europe,2003,171.3125,2.79,26.1,0.05,3.95,12.0,70.3,63.5,6.464622641509434,7.59337419312129,2.95,54.3,True
Ethiopia,Africa,2013,234.3685,0.57,20.5,0.25,95.39,2.5,64.0,69.5,4.852349896480332,6.322565239927284,1.5,116.89999999999999,True
North Macedonia,Rest of Europe,2001,121.482,4.4,25.7,0.08,2.03,6.8,73.4,88.25,8.555070422535211,8.061486866871327,2.8,28.0,True
Tunisia,Africa,2006,103.28,1.32,25.6,0.03,10.2,5.9,74.4,98.75,5.464550264550265,8.15908865466791,6.3,38.9,True
Montenegro,Rest of Europe,2012,106.849,9.37,26.2,0.03,0.62,11.2,76.2,93.75,19.080178571428572,8.69901462316851,1.9,10.1,True
St. Lucia,Central America and Caribbean,2013,139.7475,8.93,29.4,0.4,0.18,8.4,75.3,95.0,7.166538461538462,9.225130457448818,4.3,39.4,True
Liberia,Africa,2005,306.9055,4.2,23.4,3.5,3.22,3.8,55.4,62.0,3.3468429661941115,6.318968113746434,8.3,220.3,True
Guatemala,Central America and Caribbean,2011,173.86,2.05,26.1,0.05,14.52,5.3,71.9,86.75,6.079020979020979,8.213381737034572,1.2,61.0,True
Fiji,Oceania,2003,215.093,2.07,26.5,0.04,0.82,9.3,66.2,93.25,10.648168316831683,8.375629627094451,4.05,41.7,True
Nigeria,Africa,2006,392.374,11.18,22.8,0.95,142.54,5.2,48.8,44.25,4.20550911039657,7.607878073278507,12.6,242.39999999999998,True
Namibia,Africa,2012,354.013,2.37,23.9,5.38,2.19,6.4,59.4,79.0,9.100591259640103,8.394347361417392,9.45,88.4,True
Cameroon,Africa,2002,410.158,4.54,23.3,3.58,16.36,5.1,51.5,69.25,4.842479338842975,7.0431599159883405,7.45,221.2,True
Vanuatu,Oceania,2010,144.4315,1.36,25.9,0.17,0.24,6.7,69.1,66.5,5.708754940711462,7.957527402230773,1.45,53.400000000000006,True
Hungary,European Union,2004,180.2155,13.28,26.2,0.08,10.11,10.6,72.6,96.25,23.404610389610387,9.287116210778231,2.1,14.600000000000001,False
Guinea,Africa,2003,333.165,0.18,22.0,1.22,8.75,1.5,51.9,59.75,3.6813812154696133,6.483107351457199,9.7,234.4,True
Cyprus,European Union,2012,54.618,10.58,26.8,0.06,1.14,11.8,79.8,95.5,15.171666666666667,10.094851437314311,0.95,5.7,False
Bosnia and Herzegovina,Rest of Europe,2000,121.234,3.87,24.8,0.08,3.75,7.0,74.4,84.5,12.498350515463917,7.954723334497908,3.25,18.6,True
Luxembourg,European Union,2008,71.6035,11.99,26.0,0.09,0.49,11.7,80.5,93.75,21.05985294117647,11.609107991442261,0.9,5.4,False
Bosnia and Herzegovina,Rest of Europe,2007,106.9245,5.03,25.2,0.08,3.76,7.5,75.5,94.75,13.039573170731709,8.271548374755515,2.8,15.5,True
Vanuatu,Oceania,2013,135.872,1.61,26.0,0.17,0.26,6.8,69.6,67.75,5.3704347826086964,7.920083199053234,1.45,53.400000000000006,True
Seychelles,Africa,2014,152.1215,8.44,26.6,3.5,0.09,9.4,73.2,98.75,11.185404411764706,9.593764349207467,5.85,27.299999999999997,True
"Bahamas, The",Central America and Caribbean,2015,158.589,9.27,27.9,0.34,0.37,11.1,73.1,92.0,12.199153846153846,10.364071959865372,2.5,26.0,True
Trinidad and Tobago,Central America and Caribbean,2001,191.866,4.7,26.0,0.4,1.27,9.3,69.7,87.0,7.524156862745099,9.312445594913337,6.85,52.2,True
Suriname,South America,2015,170.129,4.75,26.5,0.47,0.56,8.4,71.2,69.25,8.860885416666667,9.1235835080499,3.5,38.5,True
Luxembourg,European Union,2015,54.393,11.37,26.3,0.1,0.57,12.0,82.3,94.5,16.482727272727274,11.566115459484333,0.95,5.1,False
Comoros,Africa,2011,239.043,0.11,23.9,0.02,0.71,4.4,62.2,78.75,3.886878048780488,7.113956109566034,6.9,142.5,True
Russian Federation,Rest of Europe,2003,323.8525,11.32,25.9,0.08,144.65,11.4,65.0,95.75,23.298741007194245,8.759511722116487,2.7,29.0,True
Finland,European Union,2007,95.089,10.45,25.9,0.08,5.29,12.0,79.3,94.0,25.02342105263158,10.741038061468451,0.8500000000000001,6.3,False
Portugal,European Union,2010,86.146,11.26,25.8,0.16,10.57,8.1,79.0,96.75,21.011219512195122,9.88690074893173,0.6,6.9,False
Jordan,Middle East,2005,122.7175,0.51,28.2,0.13,5.77,9.7,72.6,94.25,5.928381642512077,8.376090350438238,3.8499999999999996,42.9,True
Kazakhstan,Asia,2009,247.1405,3.16,26.0,0.11,16.09,11.5,68.4,98.75,11.768595238095239,9.046526486737967,2.4,42.5,True
Equatorial Guinea,Africa,2014,327.5505,8.64,23.9,4.04,1.12,5.5,57.0,48.0,4.619894217207334,9.467150780760877,8.45,166.7,True
Lithuania,European Union,2012,179.772,14.97,26.4,0.09,2.99,11.7,73.9,93.0,34.57153846153846,9.447781227991216,2.7,9.4,False
"Gambia, The",Africa,2012,270.0,2.74,23.6,1.08,1.91,3.1,60.2,89.5,6.108597285067873,6.530877627725885,7.75,110.9,True
Iceland,Rest of Europe,2009,56.594,7.24,26.0,0.05,0.32,10.5,81.8,93.25,17.685624999999998,10.810293445199068,0.9,5.0,False
Antigua and Barbuda,Central America and Caribbean,2013,132.9015,9.43,26.4,0.2,0.09,9.2,76.2,95.75,16.407592592592593,9.514510761932765,3.3,15.6,True
"Egypt, Arab Rep.",Africa,2014,151.4815,0.19,29.3,0.13,90.42,7.0,71.1,86.5,7.045651162790699,8.157943507105037,2.8,44.8,True
United States,North America,2008,107.758,8.74,28.4,0.13,304.09,13.2,78.0,92.5,14.367733333333332,10.89405052878487,0.6499999999999999,14.1,False
Libya,Africa,2015,134.7895,0.01,28.0,0.08,6.42,7.3,72.1,97.0,10.870120967741936,8.934718614016768,5.65,24.700000000000003,True
Romania,European Union,2012,135.6795,9.66,26.3,0.04,20.06,10.9,74.4,92.25,12.921857142857142,8.987946539552519,2.9,20.7,False
Lebanon,Middle East,2008,71.4135,1.57,27.0,0.03,4.76,7.8,77.9,75.5,6.6123611111111105,8.982435503560263,4.7,21.200000000000003,True
"Congo, Rep.",Africa,2006,359.3415,1.3,22.5,2.15,3.75,5.9,56.6,70.25,6.6421719038817,7.727535110475448,8.5,132.9,True
Sweden,European Union,2005,65.34,6.53,25.5,0.08,9.03,12.4,80.5,87.75,16.335,10.736201004154935,1.3,6.6,False
Niger,Africa,2010,267.262,0.11,21.5,0.08,16.46,1.4,57.3,69.75,4.248998410174881,6.095824562432225,1.65,183.8,True
Nicaragua,Central America and Caribbean,2009,163.375,3.32,26.6,0.12,5.75,5.9,72.2,94.5,7.392533936651583,7.396948602621014,1.85,46.0,True
Denmark,European Union,2000,102.388,11.68,24.9,0.04,5.34,10.7,76.6,92.75,17.96280701754386,10.804522504518832,1.15,10.4,False
Ghana,Africa,2004,286.594,0.55,23.1,1.39,21.27,6.4,58.2,74.0,4.992926829268293,7.038783541388542,8.350000000000001,142.0,True
Libya,Africa,2006,133.113,0.011,27.3,0.08,5.89,6.6,72.1,97.5,6.791479591836734,9.502039365785897,5.45,40.3,True
Timor-Leste,Oceania,2002,249.406,0.48,20.0,0.04,0.92,2.9,60.9,57.75,3.2057326478149104,6.8885724595653635,12.1,173.3,True
Israel,Middle East,2007,65.745,2.46,26.7,0.08,7.18,12.5,80.5,94.75,12.891176470588237,10.348461793739006,1.1,9.2,False
Peru,South America,2013,127.208,5.27,26.3,0.12,29.77,8.8,75.3,75.25,8.895664335664335,8.704668113450987,1.1,30.400000000000002,True
Trinidad and Tobago,Central America and Caribbean,2005,186.471,5.75,26.5,0.4,1.3,10.0,70.7,92.25,7.7696250000000004,9.641083287268616,6.5,48.9,True
Maldives,Asia,2010,76.243,1.58,24.6,0.17,0.37,4.9,75.9,96.5,5.910310077519379,9.050523670522297,14.05,25.8,True
El Salvador,Central America and Caribbean,2014,184.7965,2.45,27.5,0.19,6.3,6.5,72.2,91.25,12.48625,8.19891444498699,1.6,29.900000000000002,True
Malawi,Africa,2006,508.1255,1.94,22.2,5.99,12.97,3.6,49.1,90.25,8.117020766773162,5.69035945432406,7.199999999999999,165.8,True
Denmark,European Union,2002,99.934,11.32,25.0,0.04,5.38,12.1,76.9,94.0,17.845357142857143,10.810596258335398,1.1,10.1,False
United States,North America,2015,107.377,8.78,28.8,0.12,320.74,13.3,78.7,91.5,15.790735294117647,10.946657600954428,0.7,12.6,False
Albania,Rest of Europe,2010,80.9365,4.88,26.1,0.03,2.91,9.3,76.6,98.75,6.323164062499999,8.182559264068665,1.45,25.1,True
Kazakhstan,Asia,2004,277.9125,6.23,25.7,0.06,15.01,11.5,66.1,94.75,9.26375,8.792093929503284,2.55,62.1,True
Burundi,Africa,2011,313.1795,4.56,21.4,0.45,8.96,2.6,57.9,86.0,5.465610820244328,5.75890177387728,7.6,141.8,True
Niger,Africa,2006,278.9915,0.1,21.3,0.22,14.14,1.3,54.2,59.75,3.680626649076517,6.042632833682381,11.55,234.10000000000002,True
Latvia,European Union,2014,165.1905,10.6,26.5,0.28,1.99,12.9,74.1,91.25,29.498303571428572,9.48524111006323,2.2,10.1,False
Maldives,Asia,2011,75.29,1.69,24.7,0.17,0.38,5.2,76.3,96.0,6.222314049586777,9.093132171070641,13.95,24.0,True
"Venezuela, RB",South America,2009,149.2525,7.75,26.6,0.4,28.03,8.3,73.1,81.5,9.56746794871795,9.3729692954244,1.55,31.6,True
Croatia,European Union,2000,122.7795,13.24,25.6,0.01,4.47,9.4,72.8,95.25,14.973109756097562,9.08330213880546,2.1,15.5,False
United Kingdom,Rest of Europe,2010,74.2785,10.01,27.0,0.08,62.77,13.2,80.4,90.5,13.755277777777776,10.657000497882507,0.65,9.600000000000001,False
Argentina,South America,2010,124.1055,8.15,27.1,0.14,40.79,9.8,75.3,94.25,8.928453237410071,9.514289416891836,0.95,27.4,True
Argentina,South America,2015,117.1895,8.49,27.6,0.13,43.13,9.8,76.1,92.0,10.463348214285714,9.531698970787348,0.95,21.7,True
Chile,South America,2005,101.273,7.57,27.0,0.15,16.18,9.5,77.6,93.25,11.640574712643678,9.231220849555537,0.95,16.8,True
Mauritania,Africa,2008,216.0,0.018,24.4,0.24,3.3,3.6,62.0,71.25,3.3333333333333335,7.288244401020124,9.05,164.89999999999998,True
Luxembourg,European Union,2006,87.8075,12.5,25.9,0.08,0.47,11.5,79.3,94.75,24.390972222222224,11.567555685621343,0.9,5.800000000000001,False
Indonesia,Asia,2009,185.497,0.074,22.4,0.21,238.62,7.4,68.9,78.0,6.183233333333334,7.86172707782398,1.65,64.2,True
South Africa,Africa,2008,498.352,7.46,26.8,10.58,49.78,9.7,55.4,71.5,11.326181818181817,8.72777821348305,5.3,111.9,True
Syrian Arab Republic,Middle East,2004,117.639,0.61,27.2,0.13,17.83,5.4,74.3,82.25,6.463681318681319,7.304515946460155,6.4,37.3,True
United States,North America,2006,111.0235,8.63,28.2,0.13,298.38,12.8,77.7,92.0,14.418636363636363,10.891894273883212,0.6499999999999999,14.600000000000001,False
Gabon,Africa,2013,250.7575,7.57,25.0,1.37,1.82,8.1,63.6,74.75,6.44620822622108,8.896451207355227,6.15,92.8,True
Syrian Arab Republic,Middle East,2011,174.2775,0.6,27.8,0.13,21.08,6.3,71.3,67.25,9.846186440677966,7.480992162869525,6.199999999999999,36.8,True
Namibia,Africa,2000,446.0665,2.65,22.9,11.85,1.79,5.6,52.2,76.5,9.697097826086956,8.047509510981422,15.8,120.8,True
Bhutan,Asia,2015,208.003,0.04,23.8,0.13,0.73,3.1,70.4,97.5,7.324049295774648,7.9208096792886,15.7,60.5,True
Niger,Africa,2013,257.1655,0.09,21.7,0.07,18.5,1.7,59.5,65.0,4.592241071428572,6.154858094016418,5.45,157.7,True
Maldives,Asia,2000,130.99,1.99,23.1,0.17,0.28,3.0,70.2,90.5,4.005810397553517,8.851233902846035,14.8,70.7,True
Turkiye,Middle East,2009,118.495,1.52,27.4,0.08,71.32,6.5,74.1,87.75,6.732670454545454,8.980046316633132,4.85,36.1,True
Turkmenistan,Asia,2008,207.4435,2.12,25.6,0.08,4.94,9.9,66.0,96.75,5.173154613466334,8.241703159729818,3.25,84.6,True
Sierra Leone,Africa,2007,447.5425,3.67,22.5,1.32,5.99,2.8,46.5,62.5,3.773545531197302,6.218600119691729,8.9,299.6,True
"Micronesia, Fed. Sts.",Oceania,2010,171.007,1.75,29.3,0.17,0.1,7.2,66.5,80.75,6.02137323943662,8.034631032923107,0.2,60.5,True
Tanzania,Africa,2006,377.871,6.09,22.5,3.27,39.55,4.8,55.1,83.75,6.652658450704226,6.576469569048224,7.55,144.6,True
Thailand,Asia,2002,195.0225,5.86,23.0,0.53,64.07,6.5,71.1,94.25,10.834583333333335,8.241703159729818,9.35,36.9,True
Tunisia,Africa,2011,97.086,1.25,25.9,0.04,10.74,6.9,75.2,97.5,5.884,8.252446090246952,6.35,33.5,True
Timor-Leste,Oceania,2014,152.246,0.41,21.1,0.1,1.17,4.5,68.2,73.5,3.360838852097131,7.186901020411631,6.5,96.4,True
Syrian Arab Republic,Middle East,2014,181.864,0.19,28.1,0.13,18.71,5.6,69.8,47.75,6.336724738675959,6.881411303642535,6.199999999999999,74.7,True
Bangladesh,Asia,2010,141.3945,0.0,21.1,0.01,147.58,4.9,69.9,86.75,3.543721804511278,6.881411303642535,19.15,88.0,True
New Zealand,Oceania,2004,78.037,9.17,27.1,0.03,4.09,11.6,79.5,87.5,11.823787878787881,10.443221281449327,0.3,12.3,False
Sweden,European Union,2014,54.481,7.2,26.0,0.08,9.7,12.3,82.3,89.25,16.023823529411764,10.81689412923042,1.4,5.3,False
Ethiopia,Africa,2002,385.253,0.16,20.0,0.95,70.14,1.7,53.3,51.5,4.738659286592866,5.60947179518496,11.649999999999999,208.60000000000002,True
Malawi,Africa,2003,570.632,1.22,22.0,7.52,12.0,3.3,46.1,79.25,7.334601542416452,5.634789603169249,7.55,208.39999999999998,True
Cyprus,European Union,2015,51.6435,9.59,26.8,0.06,1.16,11.9,80.4,94.75,15.189264705882355,10.06087584278487,1.0,5.3,False
